,game,team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,year_month
83,ATL @ DET 2017-11-10,DET,240.0,39.0,89.0,0.43799999999999994,12.0,30.0,0.4,21.0,27.0,0.778,20.0,31.0,51.0,23.0,7.0,5.0,17.0,18.0,111.0,,0.55,0.506,0.337,0.303,37.0,73.8,53.1,59.0,7.3,7.7,14.4,100.0,115.2,107.9,201711
84,ATL @ DET 2018-02-14,ATL,240.0,38.0,89.0,0.42700000000000005,6.0,33.0,0.182,16.0,19.0,0.8420000000000001,8.0,35.0,43.0,25.0,9.0,4.0,11.0,21.0,98.0,,0.503,0.461,0.371,0.213,17.8,77.8,47.8,65.8,9.2,8.0,10.2,100.0,100.3,106.4,201802
85,ATL @ DET 2018-02-14,DET,240.0,35.0,83.0,0.42200000000000004,13.0,33.0,0.39399999999999996,21.0,25.0,0.84,10.0,37.0,47.0,26.0,3.0,5.0,16.0,18.0,104.0,,0.5529999999999999,0.5,0.39799999999999996,0.301,22.2,82.2,52.2,74.3,3.1,8.9,14.5,100.0,106.4,100.3,201802
86,ATL @ GSW 2016-03-01,ATL,265.0,37.0,80.0,0.46299999999999997,12.0,33.0,0.364,19.0,24.0,0.792,7.0,35.0,42.0,25.0,9.0,5.0,17.0,17.0,105.0,,0.58,0.5379999999999999,0.413,0.3,17.5,66.0,45.2,67.6,9.1,7.5,15.8,100.0,106.7,110.8,201603
87,ATL @ GSW 2016-03-01,GSW,265.0,41.0,103.0,0.39799999999999996,12.0,36.0,0.33299999999999996,15.0,17.0,0.882,18.0,33.0,51.0,28.0,11.0,3.0,11.0,22.0,109.0,,0.493,0.456,0.35,0.165,34.0,82.5,54.8,68.3,11.2,6.4,9.1,100.0,110.8,106.7,201603
88,ATL @ GSW 2016-11-28,ATL,240.0,36.0,85.0,0.424,7.0,29.0,0.24100000000000002,21.0,30.0,0.7,13.0,37.0,50.0,20.0,11.0,4.0,18.0,22.0,100.0,,0.509,0.465,0.341,0.353,27.7,84.1,54.9,55.6,10.9,8.0,15.5,100.0,99.5,104.5,201611
89,ATL @ GSW 2016-11-28,GSW,240.0,37.0,85.0,0.435,12.0,35.0,0.34299999999999997,19.0,24.0,0.792,7.0,34.0,41.0,25.0,6.0,10.0,14.0,20.0,105.0,,0.5489999999999999,0.506,0.41200000000000003,0.282,15.9,72.3,45.1,67.6,6.0,17.9,12.8,100.0,104.5,99.5,201611
90,ATL @ GSW 2018-03-23,ATL,240.0,37.0,84.0,0.44,11.0,32.0,0.344,9.0,20.0,0.45,5.0,39.0,44.0,24.0,5.0,5.0,11.0,14.0,94.0,,0.506,0.506,0.381,0.23800000000000002,12.2,79.6,48.9,64.9,5.3,7.9,10.6,100.0,98.9,111.5,201803
91,ATL @ GSW 2018-03-23,GSW,240.0,42.0,93.0,0.452,12.0,30.0,0.4,10.0,11.0,0.909,10.0,36.0,46.0,28.0,8.0,6.0,7.0,17.0,106.0,,0.542,0.516,0.32299999999999995,0.11800000000000001,20.4,87.8,51.1,66.7,8.4,11.5,6.7,100.0,111.5,98.9,201803
92,ATL @ HOU 2015-12-29,ATL,240.0,43.0,99.0,0.434,14.0,41.0,0.341,21.0,25.0,0.84,17.0,28.0,45.0,27.0,10.0,7.0,12.0,24.0,121.0,,0.55,0.505,0.414,0.253,30.4,80.0,49.5,62.8,9.9,13.5,9.8,100.0,119.6,113.7,201512
93,ATL @ HOU 2015-12-29,HOU,240.0,39.0,72.0,0.542,11.0,20.0,0.55,26.0,39.0,0.667,7.0,39.0,46.0,23.0,6.0,4.0,19.0,21.0,115.0,,0.645,0.618,0.278,0.542,20.0,69.6,50.5,59.0,5.9,6.9,17.6,100.0,113.7,119.6,201512
94,ATL @ HOU 2017-02-02,ATL,240.0,44.0,85.0,0.518,8.0,30.0,0.267,17.0,23.0,0.7390000000000001,8.0,48.0,56.0,26.0,8.0,5.0,20.0,20.0,113.0,,0.594,0.565,0.353,0.271,21.1,87.3,60.2,59.1,7.5,11.9,17.4,100.0,106.5,101.8,201702
95,ATL @ HOU 2017-02-02,HOU,240.0,35.0,93.0,0.376,13.0,51.0,0.255,25.0,33.0,0.758,7.0,30.0,37.0,19.0,11.0,4.0,9.0,20.0,108.0,,0.502,0.446,0.5479999999999999,0.355,12.7,78.9,39.8,54.3,10.4,7.3,7.7,100.0,101.8,106.5,201702
96,ATL @ HOU 2018-03-25,ATL,240.0,39.0,88.0,0.44299999999999995,11.0,40.0,0.275,10.0,11.0,0.909,7.0,38.0,45.0,18.0,5.0,2.0,13.0,14.0,99.0,,0.5329999999999999,0.506,0.455,0.125,15.2,86.4,50.0,46.2,5.1,5.3,12.3,100.0,101.0,120.3,201803
97,ATL @ HOU 2018-03-25,HOU,240.0,44.0,90.0,0.489,20.0,52.0,0.385,10.0,11.0,0.909,6.0,39.0,45.0,28.0,7.0,4.0,11.0,12.0,118.0,,0.622,0.6,0.578,0.122,13.6,84.8,50.0,63.6,7.1,8.3,10.4,100.0,120.3,101.0,201803
98,ATL @ IND 2015-12-28,ATL,240.0,31.0,74.0,0.419,6.0,25.0,0.24,19.0,25.0,0.76,8.0,36.0,44.0,16.0,9.0,6.0,20.0,16.0,87.0,,0.512,0.45899999999999996,0.33799999999999997,0.33799999999999997,21.6,76.6,52.4,51.6,9.5,9.8,19.0,100.0,91.6,97.9,201512
99,ATL @ IND 2015-12-28,IND,240.0,38.0,87.0,0.43700000000000006,7.0,26.0,0.26899999999999996,10.0,18.0,0.556,11.0,29.0,40.0,9.0,16.0,3.0,14.0,20.0,93.0,,0.49,0.47700000000000004,0.299,0.207,23.4,78.4,47.6,23.7,16.8,6.1,12.9,100.0,97.9,91.6,201512
100,ATL @ IND 2016-01-28,ATL,240.0,33.0,83.0,0.39799999999999996,7.0,28.0,0.25,19.0,21.0,0.905,5.0,27.0,32.0,20.0,9.0,4.0,14.0,22.0,92.0,,0.499,0.44,0.337,0.253,11.4,73.0,39.5,60.6,9.3,6.3,13.2,100.0,95.0,114.6,201601
101,ATL @ IND 2016-01-28,IND,240.0,38.0,78.0,0.48700000000000004,9.0,15.0,0.6,26.0,30.0,0.867,10.0,39.0,49.0,20.0,10.0,8.0,16.0,17.0,111.0,,0.609,0.545,0.192,0.385,27.0,88.6,60.5,52.6,10.3,14.5,14.9,100.0,114.6,95.0,201601
102,ATL @ IND 2016-11-23,ATL,240.0,36.0,85.0,0.424,5.0,20.0,0.25,19.0,22.0,0.8640000000000001,17.0,39.0,56.0,17.0,11.0,7.0,21.0,18.0,96.0,,0.507,0.45299999999999996,0.235,0.259,36.2,84.8,60.2,47.2,11.3,12.3,18.2,100.0,98.3,87.0,201611
103,ATL @ IND 2016-11-23,IND,240.0,34.0,84.0,0.405,7.0,27.0,0.259,10.0,14.0,0.7140000000000001,7.0,30.0,37.0,16.0,15.0,5.0,18.0,20.0,85.0,,0.47100000000000003,0.446,0.321,0.16699999999999998,15.2,63.8,39.8,47.1,15.4,7.7,16.6,100.0,87.0,98.3,201611
104,ATL @ IND 2017-04-12,ATL,240.0,30.0,72.0,0.41700000000000004,11.0,29.0,0.379,15.0,19.0,0.789,8.0,29.0,37.0,19.0,5.0,4.0,18.0,15.0,86.0,,0.535,0.493,0.40299999999999997,0.264,19.5,78.4,47.4,63.3,5.6,6.9,18.3,100.0,96.4,116.5,201704
105,ATL @ IND 2017-04-12,IND,240.0,39.0,82.0,0.47600000000000003,10.0,24.0,0.41700000000000004,16.0,19.0,0.8420000000000001,8.0,33.0,41.0,21.0,5.0,7.0,10.0,14.0,104.0,,0.575,0.537,0.293,0.23199999999999998,21.6,80.5,52.6,53.8,5.6,16.3,10.0,100.0,116.5,96.4,201704
106,ATL @ IND 2018-02-23,ATL,240.0,37.0,82.0,0.451,7.0,31.0,0.226,12.0,19.0,0.632,6.0,34.0,40.0,14.0,9.0,7.0,22.0,20.0,93.0,,0.515,0.494,0.37799999999999995,0.23199999999999998,12.5,69.4,41.2,37.8,8.5,9.6,19.6,100.0,88.0,109.7,201802
107,ATL @ IND 2018-02-23,IND,240.0,48.0,101.0,0.475,9.0,28.0,0.321,11.0,13.0,0.846,15.0,42.0,57.0,30.0,17.0,3.0,17.0,20.0,116.0,,0.5429999999999999,0.52,0.27699999999999997,0.129,30.6,87.5,58.8,62.5,16.1,5.9,13.7,100.0,109.7,88.0,201802
108,ATL @ IND 2018-03-09,ATL,240.0,34.0,82.0,0.415,10.0,33.0,0.303,9.0,10.0,0.9,6.0,29.0,35.0,21.0,11.0,4.0,18.0,13.0,87.0,,0.503,0.47600000000000003,0.402,0.122,13.0,76.3,41.7,61.8,11.2,6.3,17.2,100.0,88.5,113.9,201803
109,ATL @ IND 2018-03-09,IND,240.0,45.0,91.0,0.495,14.0,28.0,0.5,8.0,10.0,0.8,9.0,40.0,49.0,21.0,11.0,3.0,16.0,16.0,112.0,,0.5870000000000001,0.5710000000000001,0.308,0.11,23.7,87.0,58.3,46.7,11.2,6.1,14.4,100.0,113.9,88.5,201803
110,ATL @ LAC 2016-03-05,ATL,240.0,40.0,89.0,0.449,10.0,27.0,0.37,17.0,20.0,0.85,10.0,43.0,53.0,26.0,9.0,3.0,18.0,26.0,107.0,,0.547,0.506,0.303,0.225,22.2,87.8,56.4,65.0,8.8,6.4,15.5,100.0,104.1,94.3,201603
111,ATL @ LAC 2016-03-05,LAC,240.0,34.0,79.0,0.43,12.0,32.0,0.375,17.0,28.0,0.607,6.0,35.0,41.0,22.0,10.0,10.0,18.0,20.0,97.0,,0.531,0.506,0.405,0.354,12.2,77.8,43.6,64.7,9.7,16.1,16.5,100.0,94.3,104.1,201603
112,ATL @ LAC 2017-02-15,ATL,240.0,32.0,79.0,0.405,7.0,26.0,0.26899999999999996,13.0,19.0,0.684,10.0,35.0,45.0,20.0,5.0,1.0,20.0,13.0,84.0,,0.48100000000000004,0.449,0.32899999999999996,0.24100000000000002,22.2,87.5,52.9,62.5,5.3,2.4,18.6,100.0,88.6,104.4,201702
113,ATL @ LAC 2017-02-15,LAC,240.0,37.0,79.0,0.46799999999999997,14.0,37.0,0.37799999999999995,11.0,12.0,0.917,5.0,35.0,40.0,24.0,18.0,3.0,16.0,17.0,99.0,,0.5870000000000001,0.557,0.46799999999999997,0.152,12.5,77.8,47.1,64.9,19.0,5.7,16.0,100.0,104.4,88.6,201702
114,ATL @ LAC 2018-01-08,ATL,240.0,38.0,96.0,0.396,10.0,37.0,0.27,21.0,29.0,0.7240000000000001,19.0,37.0,56.0,20.0,9.0,8.0,14.0,26.0,107.0,,0.49200000000000005,0.44799999999999995,0.385,0.302,36.5,72.5,54.4,52.6,9.0,11.9,11.4,100.0,107.2,108.2,201801
115,ATL @ LAC 2018-01-08,LAC,240.0,38.0,85.0,0.447,9.0,18.0,0.5,23.0,34.0,0.6759999999999999,14.0,33.0,47.0,16.0,10.0,9.0,16.0,25.0,108.0,,0.54,0.5,0.212,0.4,27.5,63.5,45.6,42.1,10.0,15.3,13.8,100.0,108.2,107.2,201801
116,ATL @ LAL 2016-03-04,ATL,240.0,37.0,68.0,0.544,13.0,28.0,0.46399999999999997,19.0,26.0,0.731,3.0,36.0,39.0,31.0,6.0,8.0,10.0,18.0,106.0,,0.667,0.64,0.41200000000000003,0.382,9.4,67.9,45.9,83.8,7.1,13.8,11.2,100.0,125.4,91.1,201603
117,ATL @ LAL 2016-03-04,LAL,240.0,29.0,85.0,0.341,5.0,27.0,0.185,14.0,20.0,0.7,17.0,29.0,46.0,19.0,5.0,1.0,10.0,16.0,77.0,,0.41,0.371,0.318,0.235,32.1,90.6,54.1,65.5,5.9,2.5,9.6,100.0,91.1,125.4,201603
118,ATL @ LAL 2016-11-27,ATL,240.0,39.0,88.0,0.44299999999999995,12.0,35.0,0.34299999999999997,4.0,10.0,0.4,7.0,31.0,38.0,25.0,5.0,6.0,12.0,19.0,94.0,,0.509,0.511,0.39799999999999996,0.114,15.6,67.4,41.8,64.1,5.3,8.0,11.5,100.0,99.3,115.1,201611
119,ATL @ LAL 2016-11-27,LAL,240.0,42.0,95.0,0.442,8.0,20.0,0.4,17.0,20.0,0.85,15.0,38.0,53.0,20.0,7.0,2.0,9.0,15.0,109.0,,0.525,0.484,0.21100000000000002,0.21100000000000002,32.6,84.4,58.2,47.6,7.4,3.8,8.0,100.0,115.1,99.3,201611
120,ATL @ LAL 2018-01-07,ATL,240.0,41.0,94.0,0.436,12.0,34.0,0.353,19.0,23.0,0.826,10.0,27.0,37.0,22.0,5.0,4.0,15.0,16.0,113.0,,0.5429999999999999,0.5,0.36200000000000004,0.245,18.9,81.8,43.0,53.7,4.7,8.0,12.6,100.0,105.6,123.3,201801
121,ATL @ LAL 2018-01-07,LAL,240.0,48.0,86.0,0.5579999999999999,16.0,36.0,0.444,20.0,25.0,0.8,6.0,43.0,49.0,32.0,13.0,6.0,18.0,25.0,132.0,,0.68,0.6509999999999999,0.419,0.29100000000000004,18.2,81.1,57.0,66.7,12.1,10.0,15.7,100.0,123.3,105.6,201801
122,ATL @ MEM 2015-11-27,ATL,240.0,35.0,75.0,0.467,14.0,39.0,0.359,32.0,36.0,0.889,6.0,34.0,40.0,25.0,4.0,3.0,10.0,21.0,116.0,,0.638,0.56,0.52,0.48,15.8,87.2,51.9,71.4,4.3,6.0,9.9,100.0,123.5,107.5,201511
123,ATL @ MEM 2015-11-27,MEM,240.0,35.0,80.0,0.43799999999999994,12.0,30.0,0.4,19.0,21.0,0.905,5.0,32.0,37.0,20.0,3.0,1.0,13.0,25.0,101.0,,0.5660000000000001,0.513,0.375,0.263,12.8,84.2,48.1,57.1,3.2,2.8,12.7,100.0,107.5,123.5,201511
124,ATL @ MEM 2017-03-11,ATL,240.0,36.0,72.0,0.5,15.0,30.0,0.5,20.0,26.0,0.769,6.0,40.0,46.0,22.0,9.0,6.0,18.0,23.0,107.0,,0.6409999999999999,0.604,0.41700000000000004,0.361,17.6,75.5,52.9,61.1,9.4,9.8,17.7,100.0,112.0,94.2,201703
125,ATL @ MEM 2017-03-11,MEM,240.0,34.0,90.0,0.37799999999999995,5.0,29.0,0.172,17.0,23.0,0.7390000000000001,13.0,28.0,41.0,22.0,11.0,3.0,13.0,21.0,90.0,,0.449,0.406,0.322,0.256,24.5,82.4,47.1,64.7,11.5,7.1,11.5,100.0,94.2,112.0,201703
126,ATL @ MEM 2017-12-15,ATL,240.0,34.0,77.0,0.442,12.0,31.0,0.387,14.0,16.0,0.875,7.0,28.0,35.0,27.0,12.0,5.0,17.0,19.0,94.0,,0.5589999999999999,0.519,0.40299999999999997,0.20800000000000002,17.5,73.7,44.9,79.4,12.9,9.4,16.8,100.0,100.9,103.0,201712
127,ATL @ MEM 2017-12-15,MEM,240.0,36.0,78.0,0.462,12.0,25.0,0.48,12.0,17.0,0.706,10.0,33.0,43.0,21.0,12.0,6.0,21.0,24.0,96.0,,0.562,0.5379999999999999,0.321,0.218,26.3,82.5,55.1,58.3,12.9,13.0,19.7,100.0,103.0,100.9,201712
128,ATL @ MIA 2015-11-03,ATL,240.0,37.0,90.0,0.41100000000000003,7.0,21.0,0.33299999999999996,17.0,22.0,0.773,16.0,35.0,51.0,25.0,10.0,1.0,15.0,14.0,98.0,,0.49200000000000005,0.45,0.233,0.244,30.8,72.9,51.0,67.6,10.4,1.7,13.1,100.0,101.6,95.4,201511
129,ATL @ MIA 2015-11-03,MIA,240.0,38.0,86.0,0.442,5.0,28.0,0.179,11.0,16.0,0.688,13.0,36.0,49.0,13.0,10.0,9.0,18.0,21.0,92.0,,0.494,0.47100000000000003,0.326,0.18600000000000003,27.1,69.2,49.0,34.2,10.4,13.0,16.2,100.0,95.4,101.6,201511
130,ATL @ MIA 2016-01-31,ATL,240.0,27.0,70.0,0.386,5.0,22.0,0.22699999999999998,28.0,32.0,0.875,2.0,29.0,31.0,13.0,10.0,3.0,17.0,23.0,87.0,,0.517,0.42100000000000004,0.314,0.457,5.1,74.4,39.7,48.1,10.2,4.9,16.8,100.0,89.1,107.5,201601
131,ATL @ MIA 2016-01-31,MIA,240.0,39.0,81.0,0.48100000000000004,5.0,20.0,0.25,22.0,26.0,0.846,10.0,37.0,47.0,21.0,10.0,4.0,18.0,23.0,105.0,,0.568,0.512,0.247,0.321,25.6,94.9,60.3,53.8,10.2,8.3,16.3,100.0,107.5,89.1,201601
132,ATL @ MIA 2016-11-15,ATL,240.0,37.0,80.0,0.46299999999999997,6.0,17.0,0.353,13.0,19.0,0.684,6.0,29.0,35.0,18.0,14.0,4.0,19.0,13.0,93.0,,0.526,0.5,0.213,0.23800000000000002,16.2,63.0,42.2,48.6,14.3,6.1,17.7,100.0,95.0,91.9,201611
133,ATL @ MIA 2016-11-15,MIA,240.0,36.0,89.0,0.40399999999999997,7.0,23.0,0.304,11.0,14.0,0.7859999999999999,17.0,31.0,48.0,13.0,11.0,7.0,23.0,23.0,90.0,,0.473,0.444,0.258,0.157,37.0,83.8,57.8,36.1,11.2,11.1,19.5,100.0,91.9,95.0,201611
134,ATL @ MIA 2017-02-01,ATL,240.0,34.0,86.0,0.395,7.0,26.0,0.26899999999999996,18.0,21.0,0.857,9.0,34.0,43.0,13.0,10.0,6.0,15.0,14.0,93.0,,0.488,0.436,0.302,0.244,19.6,77.3,47.8,38.2,10.0,9.8,13.6,100.0,93.3,116.3,201702
135,ATL @ MIA 2017-02-01,MIA,240.0,45.0,93.0,0.484,12.0,32.0,0.375,14.0,19.0,0.737,10.0,37.0,47.0,23.0,10.0,11.0,12.0,18.0,116.0,,0.5720000000000001,0.5479999999999999,0.344,0.204,22.7,80.4,52.2,51.1,10.0,18.3,10.6,100.0,116.3,93.3,201702
136,ATL @ MIA 2017-10-23,ATL,240.0,36.0,76.0,0.474,7.0,17.0,0.41200000000000003,14.0,18.0,0.778,6.0,35.0,41.0,14.0,9.0,1.0,20.0,17.0,93.0,,0.5539999999999999,0.52,0.22399999999999998,0.237,16.2,77.8,50.0,38.9,9.2,2.1,19.2,100.0,94.6,105.8,201710
137,ATL @ MIA 2017-10-23,MIA,240.0,39.0,85.0,0.45899999999999996,14.0,37.0,0.37799999999999995,12.0,18.0,0.667,10.0,31.0,41.0,21.0,12.0,6.0,19.0,19.0,104.0,,0.56,0.541,0.435,0.212,22.2,83.8,50.0,53.8,12.2,10.2,17.0,100.0,105.8,94.6,201710
138,ATL @ MIA 2018-04-03,ATL,240.0,37.0,88.0,0.42,13.0,33.0,0.39399999999999996,11.0,15.0,0.733,12.0,37.0,49.0,24.0,10.0,1.0,15.0,15.0,98.0,,0.518,0.494,0.375,0.17,25.5,77.1,51.6,64.9,10.4,1.7,13.7,100.0,101.6,104.7,201804
139,ATL @ MIA 2018-04-03,MIA,240.0,41.0,91.0,0.451,8.0,33.0,0.242,11.0,13.0,0.846,11.0,35.0,46.0,22.0,10.0,8.0,14.0,16.0,101.0,,0.522,0.495,0.363,0.14300000000000002,22.9,74.5,48.4,53.7,10.4,14.5,12.6,100.0,104.7,101.6,201804
140,ATL @ MIL 2016-01-15,ATL,265.0,43.0,100.0,0.43,9.0,30.0,0.3,6.0,6.0,1.0,7.0,36.0,43.0,29.0,5.0,9.0,17.0,25.0,101.0,,0.49200000000000005,0.475,0.3,0.06,15.2,63.2,41.7,67.4,4.7,10.5,14.2,100.0,94.0,100.5,201601
141,ATL @ MIL 2016-01-15,MIL,265.0,40.0,96.0,0.41700000000000004,3.0,10.0,0.3,25.0,37.0,0.6759999999999999,21.0,39.0,60.0,19.0,9.0,13.0,16.0,14.0,108.0,,0.48100000000000004,0.43200000000000005,0.10400000000000001,0.385,36.8,84.8,58.3,47.5,8.4,18.6,12.5,100.0,100.5,94.0,201601
142,ATL @ MIL 2016-12-09,ATL,240.0,40.0,84.0,0.47600000000000003,12.0,34.0,0.353,22.0,29.0,0.759,9.0,37.0,46.0,32.0,7.0,8.0,17.0,11.0,114.0,,0.589,0.5479999999999999,0.405,0.345,20.9,80.4,51.7,80.0,6.8,12.1,14.9,100.0,110.2,106.3,201612
143,ATL @ MIL 2016-12-09,MIL,240.0,44.0,94.0,0.46799999999999997,12.0,28.0,0.429,10.0,14.0,0.7140000000000001,9.0,34.0,43.0,26.0,11.0,5.0,15.0,25.0,110.0,,0.5489999999999999,0.532,0.298,0.149,19.6,79.1,48.3,59.1,10.6,10.0,13.0,100.0,106.3,110.2,201612
144,ATL @ MIL 2017-03-24,ATL,240.0,34.0,83.0,0.41,8.0,22.0,0.364,21.0,24.0,0.875,13.0,36.0,49.0,20.0,5.0,3.0,17.0,19.0,97.0,,0.518,0.45799999999999996,0.265,0.289,33.3,80.0,58.3,58.8,5.4,4.9,15.4,100.0,105.4,108.7,201703
145,ATL @ MIL 2017-03-24,MIL,240.0,39.0,88.0,0.44299999999999995,8.0,27.0,0.29600000000000004,14.0,16.0,0.875,9.0,26.0,35.0,27.0,10.0,6.0,8.0,23.0,100.0,,0.526,0.489,0.307,0.182,20.0,66.7,41.7,69.2,10.9,9.8,7.8,100.0,108.7,105.4,201703
146,ATL @ MIL 2018-02-13,ATL,240.0,33.0,86.0,0.384,12.0,35.0,0.34299999999999997,14.0,20.0,0.7,14.0,36.0,50.0,21.0,7.0,6.0,12.0,14.0,92.0,,0.485,0.45299999999999996,0.40700000000000003,0.233,29.2,72.0,51.0,63.6,7.8,9.5,11.2,100.0,102.6,108.2,201802
147,ATL @ MIL 2018-02-13,MIL,240.0,38.0,88.0,0.43200000000000005,8.0,25.0,0.32,13.0,17.0,0.765,14.0,34.0,48.0,23.0,6.0,10.0,10.0,18.0,97.0,,0.508,0.47700000000000004,0.284,0.193,28.0,70.8,49.0,60.5,6.7,19.6,9.5,100.0,108.2,102.6,201802
148,ATL @ MIL 2018-03-17,ATL,240.0,39.0,85.0,0.45899999999999996,12.0,36.0,0.33299999999999996,27.0,28.0,0.9640000000000001,8.0,36.0,44.0,23.0,7.0,4.0,19.0,25.0,117.0,,0.601,0.529,0.424,0.32899999999999996,18.6,80.0,50.0,59.0,6.8,6.6,16.3,100.0,112.9,117.8,201803
149,ATL @ MIL 2018-03-17,MIL,240.0,41.0,86.0,0.47700000000000004,11.0,25.0,0.44,29.0,32.0,0.9059999999999999,9.0,35.0,44.0,31.0,12.0,8.0,12.0,24.0,122.0,,0.61,0.541,0.29100000000000004,0.37200000000000005,20.0,81.4,50.0,75.6,11.6,16.3,10.7,100.0,117.8,112.9,201803
150,ATL @ MIN 2015-11-25,ATL,240.0,31.0,82.0,0.37799999999999995,8.0,31.0,0.258,25.0,35.0,0.7140000000000001,15.0,38.0,53.0,14.0,10.0,7.0,14.0,20.0,95.0,,0.488,0.42700000000000005,0.37799999999999995,0.42700000000000005,28.3,84.4,54.1,45.2,10.5,11.5,12.6,100.0,99.4,103.6,201511
151,ATL @ MIN 2015-11-25,MIN,240.0,34.0,82.0,0.415,9.0,21.0,0.429,22.0,29.0,0.759,7.0,38.0,45.0,22.0,9.0,4.0,11.0,23.0,99.0,,0.522,0.47,0.256,0.354,15.6,71.7,45.9,64.7,9.4,7.8,10.4,100.0,103.6,99.4,201511
152,ATL @ MIN 2016-12-26,ATL,240.0,35.0,83.0,0.42200000000000004,8.0,32.0,0.25,12.0,17.0,0.706,17.0,29.0,46.0,20.0,8.0,7.0,19.0,19.0,90.0,,0.49700000000000005,0.47,0.386,0.205,37.0,72.5,53.5,57.1,8.9,13.7,17.4,100.0,100.1,115.7,201612
153,ATL @ MIN 2016-12-26,MIN,240.0,37.0,82.0,0.451,15.0,31.0,0.484,15.0,18.0,0.833,11.0,29.0,40.0,26.0,11.0,3.0,14.0,19.0,104.0,,0.578,0.5429999999999999,0.37799999999999995,0.22,27.5,63.0,46.5,70.3,12.2,5.9,13.5,100.0,115.7,100.1,201612
154,ATL @ MIN 2018-03-28,ATL,240.0,41.0,77.0,0.532,13.0,27.0,0.48100000000000004,19.0,23.0,0.826,4.0,33.0,37.0,26.0,10.0,2.0,20.0,22.0,114.0,,0.654,0.617,0.35100000000000003,0.299,11.8,82.5,50.0,63.4,9.7,3.3,18.7,100.0,111.1,122.8,201803
155,ATL @ MIN 2018-03-28,MIN,240.0,48.0,90.0,0.5329999999999999,13.0,30.0,0.433,17.0,21.0,0.81,7.0,30.0,37.0,33.0,9.0,1.0,13.0,20.0,126.0,,0.635,0.606,0.33299999999999996,0.233,17.5,88.2,50.0,68.8,8.8,2.0,11.6,100.0,122.8,111.1,201803
156,ATL @ NOP 2015-11-06,ATL,240.0,41.0,77.0,0.532,9.0,21.0,0.429,30.0,35.0,0.857,6.0,35.0,41.0,30.0,10.0,6.0,15.0,21.0,121.0,,0.655,0.591,0.273,0.455,18.8,85.4,56.2,73.2,10.1,11.1,14.0,100.0,122.3,116.3,201511
157,ATL @ NOP 2015-11-06,NOP,240.0,42.0,84.0,0.5,10.0,30.0,0.33299999999999996,21.0,24.0,0.875,6.0,26.0,32.0,30.0,9.0,7.0,12.0,24.0,115.0,,0.608,0.56,0.35700000000000004,0.28600000000000003,14.6,81.3,43.8,71.4,9.1,12.5,11.3,100.0,116.3,122.3,201511
158,ATL @ NOP 2017-01-05,ATL,240.0,38.0,90.0,0.42200000000000004,9.0,23.0,0.391,14.0,17.0,0.8240000000000001,12.0,43.0,55.0,23.0,9.0,6.0,14.0,14.0,99.0,,0.508,0.47200000000000003,0.256,0.18899999999999997,24.5,74.1,51.4,60.5,9.3,10.3,12.6,100.0,101.8,96.7,201701
159,ATL @ NOP 2017-01-05,NOP,240.0,34.0,93.0,0.366,15.0,35.0,0.429,11.0,14.0,0.7859999999999999,15.0,37.0,52.0,19.0,8.0,4.0,15.0,18.0,94.0,,0.474,0.446,0.376,0.151,25.9,75.5,48.6,55.9,8.2,6.0,13.1,100.0,96.7,101.8,201701
160,ATL @ NOP 2017-11-13,ATL,240.0,40.0,87.0,0.46,17.0,36.0,0.47200000000000003,8.0,9.0,0.889,10.0,26.0,36.0,25.0,14.0,1.0,16.0,18.0,105.0,,0.5770000000000001,0.557,0.414,0.10300000000000001,24.4,78.8,48.6,62.5,14.9,2.4,15.0,100.0,112.0,113.1,201711
161,ATL @ NOP 2017-11-13,NOP,240.0,41.0,75.0,0.547,13.0,33.0,0.39399999999999996,11.0,17.0,0.647,7.0,31.0,38.0,31.0,10.0,5.0,19.0,13.0,106.0,,0.643,0.633,0.44,0.22699999999999998,21.2,75.6,51.4,75.6,10.7,9.8,18.7,100.0,113.1,112.0,201711
162,ATL @ NYK 2015-10-29,ATL,240.0,42.0,83.0,0.506,10.0,24.0,0.41700000000000004,18.0,26.0,0.6920000000000001,7.0,32.0,39.0,26.0,11.0,4.0,15.0,18.0,112.0,,0.593,0.5660000000000001,0.289,0.313,17.9,66.7,44.8,61.9,10.8,6.3,13.7,100.0,110.2,99.4,201510
163,ATL @ NYK 2015-10-29,NYK,240.0,38.0,93.0,0.409,6.0,29.0,0.207,19.0,21.0,0.905,16.0,32.0,48.0,21.0,10.0,4.0,21.0,24.0,101.0,,0.494,0.441,0.312,0.226,33.3,82.1,55.2,55.3,9.8,6.8,17.0,100.0,99.4,110.2,201510
164,ATL @ NYK 2016-01-03,ATL,240.0,37.0,84.0,0.44,8.0,26.0,0.308,15.0,20.0,0.75,8.0,24.0,32.0,26.0,11.0,5.0,15.0,14.0,97.0,,0.523,0.488,0.31,0.23800000000000002,19.0,66.7,41.0,70.3,11.5,8.1,13.9,100.0,101.4,116.0,201601
